machine,alpha,seed,steps,score_sha256,final_model_sha256,runtime_seconds,peak_gpu_allocated_bytes,peak_gpu_reserved_bytes,record_path,trace_path,AUROC,AUPRC,hard_candidate_count,hard_candidate_anomalous,hard_candidate_contamination,hard_candidate_repeated_anomalous_exposures,hard_committed_count,hard_committed_anomalous,hard_committed_contamination,hard_committed_repeated_anomalous_exposures,hard_gradient_exposure_count,hard_gradient_exposure_anomalous,hard_gradient_exposure_contamination,hard_gradient_exposure_repeated_anomalous_exposures,hard_pending_count,hard_pending_anomalous,hard_pending_contamination,hard_pending_repeated_anomalous_exposures,hard_update_count,hard_optimizer_steps,hard_committed_minus_candidate,hard_material_delta_1pp,hard_commit_latency_mean_windows,hard_commit_latency_median_windows,hard_commit_latency_p95_windows,hard_commit_latency_maximum_windows,moderate_candidate_count,moderate_candidate_anomalous,moderate_candidate_contamination,moderate_candidate_repeated_anomalous_exposures,moderate_committed_count,moderate_committed_anomalous,moderate_committed_contamination,moderate_committed_repeated_anomalous_exposures,moderate_gradient_exposure_count,moderate_gradient_exposure_anomalous,moderate_gradient_exposure_contamination,moderate_gradient_exposure_repeated_anomalous_exposures,moderate_pending_count,moderate_pending_anomalous,moderate_pending_contamination,moderate_pending_repeated_anomalous_exposures,moderate_update_count,moderate_optimizer_steps,moderate_committed_minus_candidate,moderate_material_delta_1pp,moderate_commit_latency_mean_windows,moderate_commit_latency_median_windows,moderate_commit_latency_p95_windows,moderate_commit_latency_maximum_windows,all_candidate_count,all_candidate_anomalous,all_candidate_contamination,all_candidate_repeated_anomalous_exposures,all_committed_count,all_committed_anomalous,all_committed_contamination,all_committed_repeated_anomalous_exposures,all_gradient_exposure_count,all_gradient_exposure_anomalous,all_gradient_exposure_contamination,all_gradient_exposure_repeated_anomalous_exposures,all_pending_count,all_pending_anomalous,all_pending_contamination,all_pending_repeated_anomalous_exposures,all_update_count,all_optimizer_steps,all_committed_minus_candidate,all_material_delta_1pp,all_commit_latency_mean_windows,all_commit_latency_median_windows,all_commit_latency_p95_windows,all_commit_latency_maximum_windows
SMD_2-1,1.0,0,5,c3d26dff144df1568e8a2ceda972d976e3727c890c942e357e318916d874a82e,4ad9014785f406efb18749baf3cdc8227637585d065df6cb8a91e94df5d82394,44.57923342520371,2708968960,3581935616,reports/phase_c_v2/runs/SMD_2-1_alpha_1.0_seed_0_native_v2.json,reports/phase_c_v2/logs/SMD_2-1_alpha_1.0_seed_0_native_v2.audit_events.json,0.7109353475546885,0.3144607540010668,142,58,0.4084507042253521,0,128,48,0.375,0,640,240,0.375,192,14,10,0.7142857142857143,0,6,30,-0.033450704225352124,True,1114.4453125,1496.5,2909.65,3043,15424,233,0.015106327800829876,0,15421,231,0.014979573309123922,0,77105,1155,0.014979573309123922,924,3,2,0.6666666666666666,0,85,425,-0.0001267544917059535,False,127.71603657350366,127.0,243.0,1272,15566,291,0.018694590774765516,0,15549,279,0.017943276094925718,0,77745,1395,0.017943276094925718,1116,17,12,0.7058823529411765,0,91,455,-0.0007513146798397985,False,135.83883207923338,127.0,244.0,3043
SMD_2-1,1.0,1,5,1ccbacffd863bd57d1862148c6dea17629f5d17ce0e4eb7ec56727750591a20e,e895b79da6cec9805aad3c93b1989178b2a6434b9912fa6a88b56818bf086995,45.626043021678925,2708968960,3579838464,reports/phase_c3/runs/SMD_2-1_alpha_1.0_seed_1_native_c3.json,reports/phase_c3/logs/SMD_2-1_alpha_1.0_seed_1_native_c3.audit_events.json,0.710146777451894,0.31418985403255884,142,58,0.4084507042253521,0,127,47,0.3700787401574803,0,635,235,0.3700787401574803,188,15,11,0.7333333333333333,0,6,30,-0.0383719640678718,True,1103.244094488189,1496.0,2909.7,3043,15905,243,0.015278214397988054,0,15904,242,0.015216297786720323,0,79520,1210,0.015216297786720323,968,1,1,1.0,0,85,425,-6.191661126773128e-05,False,127.3308601609658,126.0,243.0,1265,16047,301,0.01875740013709728,0,16031,289,0.018027571580063628,0,80155,1445,0.018027571580063628,1156,16,12,0.75,0,91,455,-0.0007298285570336502,False,135.0621920029942,127.0,244.0,3043
SMD_2-1,1.0,2,5,0dffc36dbf36e45e6dcdfe7ba9edaf9420e1d0e7cce48f60ba2f6a1f86b8b11a,1c195fa977ca0b5b66120feba009e7eaceda527e42fa12e0ba6db901f8d1555c,44.75807889876887,2708968960,3579838464,reports/phase_c3/runs/SMD_2-1_alpha_1.0_seed_2_native_c3.json,reports/phase_c3/logs/SMD_2-1_alpha_1.0_seed_2_native_c3.audit_events.json,0.7081415895372498,0.3129459707447399,139,57,0.41007194244604317,0,126,47,0.373015873015873,0,630,235,0.373015873015873,188,13,10,0.7692307692307693,0,6,30,-0.03705606943017015,True,1093.2857142857142,1495.5,2909.75,3043,15349,221,0.014398332138901557,0,15348,220,0.014334115194162106,0,76740,1100,0.014334115194162106,880,1,1,1.0,0,85,425,-6.421694473945048e-05,False,127.1570888715142,126.0,243.0,1265,15488,278,0.017949380165289255,0,15474,267,0.017254749903063204,0,77370,1335,0.017254749903063204,1068,14,11,0.7857142857142857,0,91,455,-0.0006946302622260515,False,135.02397570117617,126.0,244.0,3043
SMD_2-1,1.0,3,5,46ca65a5fd33c0ff47c28a2a48bfb39fb830022d6d1140e52c6d8bb13ca3a145,6bbf6cfe7259666806a42adb0bdc0d1f17fcc4ab316f9dd5f4a746fb0387cb43,44.59723184816539,2708968960,3554672640,reports/phase_c3/runs/SMD_2-1_alpha_1.0_seed_3_native_c3.json,reports/phase_c3/logs/SMD_2-1_alpha_1.0_seed_3_native_c3.audit_events.json,0.7012513535417366,0.3122987784466429,140,58,0.4142857142857143,0,140,58,0.4142857142857143,0,700,290,0.4142857142857143,232,0,0,,0,7,35,0.0,False,918.8357142857143,299.5,2970.05,3567,15133,227,0.015000330403753386,0,15132,226,0.014935236584721122,0,75660,1130,0.014935236584721122,904,1,1,1.0,0,85,425,-6.509381903226433e-05,False,127.31264869151467,126.0,243.0,1265,15273,285,0.018660381064623845,0,15272,284,0.01859612362493452,0,76360,1420,0.01859612362493452,1136,1,1,1.0,0,92,460,-6.425743968932474e-05,False,134.56862231534836,127.0,244.0,3567
SMD_2-1,1.0,4,5,6ec305d759f5360787a05e1162d9c23e465169855d9c2668bb60f05962711db2,c2c23b555b271a394a49165022ba6c479ba42f8d2055e6bbcaaa3b3583a66c8a,45.20272382721305,2708968960,3579838464,reports/phase_c3/runs/SMD_2-1_alpha_1.0_seed_4_native_c3.json,reports/phase_c3/logs/SMD_2-1_alpha_1.0_seed_4_native_c3.audit_events.json,0.7118591937772223,0.3149599951268618,141,59,0.41843971631205673,0,127,48,0.3779527559055118,0,635,240,0.3779527559055118,192,14,11,0.7857142857142857,0,6,30,-0.040486960406544925,True,1108.1889763779527,1497.0,2909.7,3043,15571,230,0.014771048744460856,0,15570,229,0.014707771355170198,0,77850,1145,0.014707771355170198,916,1,1,1.0,0,85,425,-6.327738929065747e-05,False,127.10944123314066,126.0,243.0,1265,15712,289,0.01839358452138493,0,15697,277,0.017646684079760465,0,78485,1385,0.017646684079760465,1108,15,12,0.8,0,91,455,-0.0007469004416244644,False,135.04707905969295,127.0,244.0,3043
SMD_2-1,5.0,0,5,4e7d680195850a784732c48c1c69ff55536a28a322646ee4fc4fe2e8f53df660,973af071d748548e9404e18aa83ecf24ca160941d889cf888035f5a39b8f7999,37.20933075295761,2708968960,3581935616,reports/phase_c_v2/runs/SMD_2-1_alpha_5.0_seed_0_native_v2.json,reports/phase_c_v2/logs/SMD_2-1_alpha_5.0_seed_0_native_v2.audit_events.json,0.7741388692366458,0.33182935325009427,310,76,0.24516129032258063,0,305,71,0.23278688524590163,0,1525,355,0.23278688524590163,284,5,5,1.0,0,13,65,-0.012374405076679001,True,638.0590163934427,227.0,1883.8,3069,10936,107,0.009784198975859547,0,10936,107,0.009784198975859547,0,54680,535,0.009784198975859547,428,0,0,,0,76,380,0.0,False,130.01673372348208,128.0,244.0,1791,11246,183,0.01627245242752979,0,11241,178,0.015834890134329687,0,56205,890,0.015834890134329687,712,5,5,1.0,0,89,445,-0.00043756229320010206,False,143.8013521928654,129.0,247.0,3069
SMD_2-1,5.0,1,5,0b55b4a466ac09e56ce7ef00d79470ecba96b57f5fc433bbd3d118dfeb0ffbcb,5ed7824b0e5edb07ecf03cd21a8d588de42d6613823a800ee06056dfd9e0e17b,36.8755872217007,2708968960,3579838464,reports/phase_c3/runs/SMD_2-1_alpha_5.0_seed_1_native_c3.json,reports/phase_c3/logs/SMD_2-1_alpha_5.0_seed_1_native_c3.audit_events.json,0.7449005811582828,0.34926864521676004,303,71,0.23432343234323433,0,299,67,0.22408026755852842,0,1495,335,0.22408026755852842,268,4,4,1.0,0,13,65,-0.01024316478470591,True,510.10367892976586,224.0,1679.1,2230,10682,120,0.011233851338700617,0,10682,120,0.011233851338700617,0,53410,600,0.011233851338700617,480,0,0,,0,74,370,0.0,False,127.57751357423703,124.0,243.0,1300,10985,191,0.017387346381429223,0,10981,187,0.01702941444312904,0,54905,935,0.01702941444312904,748,4,4,1.0,0,87,435,-0.0003579319383001829,False,137.99326108733266,125.0,246.0,2230
SMD_2-1,5.0,2,5,2e22ab5756daebf42f66d19d294aba05d39afcc4fa658d27a0ee6f0504a93a9c,ae056900421841ae0e86cf2448190bc2bcda9276cfef0fc986c8f14849b4d8d8,33.88319479813799,2708968960,3584032768,reports/phase_c3/runs/SMD_2-1_alpha_5.0_seed_2_native_c3.json,reports/phase_c3/logs/SMD_2-1_alpha_5.0_seed_2_native_c3.audit_events.json,0.6968096343933472,0.3001393795894589,264,65,0.24621212121212122,0,251,53,0.21115537848605578,0,1255,265,0.21115537848605578,212,13,12,0.9230769230769231,0,10,50,-0.03505674272606543,True,619.98406374502,250.0,1693.5,3069,9798,112,0.01143090426617677,0,9798,112,0.01143090426617677,0,48990,560,0.01143090426617677,448,0,0,,0,67,335,0.0,False,130.045417432129,125.0,243.0,3068,10062,177,0.017590936195587357,0,10049,165,0.01641954423325704,0,50245,825,0.01641954423325704,660,13,12,0.9230769230769231,0,77,385,-0.001171391962330317,False,142.28291372275848,126.0,246.0,3069
SMD_2-1,5.0,3,5,c4d5d2c9f7f37642b67ff3fd8b77afab7df3ad3d9f5b82185494da7a6a9b1192,0d2387e180575c201aa1e68f1dda71525ecccdd07e2b16951ccb3560f4376071,36.40515367873013,2708968960,3584032768,reports/phase_c3/runs/SMD_2-1_alpha_5.0_seed_3_native_c3.json,reports/phase_c3/logs/SMD_2-1_alpha_5.0_seed_3_native_c3.audit_events.json,0.7190187678400912,0.32116688745082167,269,67,0.24907063197026022,0,269,67,0.24907063197026022,0,1345,335,0.24907063197026022,268,0,0,,0,12,60,0.0,False,616.4052044609665,247.0,2137.6,3420,10301,112,0.010872730802834676,0,10301,112,0.010872730802834676,0,51505,560,0.010872730802834676,448,0,0,,0,77,385,0.0,False,130.00931948354528,128.0,243.0,1300,10570,179,0.01693472090823084,0,10570,179,0.01693472090823084,0,52850,895,0.01693472090823084,716,0,0,,0,89,445,0.0,False,142.38779564806055,129.0,246.0,3420
SMD_2-1,5.0,4,5,47e0940dfb406044e1e1ff93129f06c04f29e659f54fef75c56dd2bedf6f753f,ecb0f5de1c0cfb849c739c74635deae5781cdf41d0260585563b69b86576821f,35.31204824708402,2708968960,3579838464,reports/phase_c3/runs/SMD_2-1_alpha_5.0_seed_4_native_c3.json,reports/phase_c3/logs/SMD_2-1_alpha_5.0_seed_4_native_c3.audit_events.json,0.7164623978178759,0.3161022328200014,283,71,0.2508833922261484,0,279,67,0.24014336917562723,0,1395,335,0.24014336917562723,268,4,4,1.0,0,12,60,-0.010740023050521186,True,578.8745519713261,235.0,1692.1,2447,10007,100,0.0099930048965724,0,10007,100,0.0099930048965724,0,50035,500,0.0099930048965724,400,0,0,,0,72,360,0.0,False,128.8801838712901,125.0,243.0,1539,10290,171,0.01661807580174927,0,10286,167,0.016235660120552206,0,51430,835,0.016235660120552206,668,4,4,1.0,0,84,420,-0.00038241568119706457,False,141.08594205716508,127.0,246.0,2447
