source,scenario,condition,detector_seed,c,parameter_delta_l2,fixed_threshold,anomalous_loss_exposures,optimizer_steps,runtime_seconds,score_sha256,final_model_sha256,n,positives,negatives,prevalence,recall,fpr,ap,pr_auc_trapezoidal,auroc,update_loss
3000,abrupt,collective,55,20,0.059914291342946284,1.1408777236938472,20,1,0.19851359305903316,a4eb8831de9f906b571246b35e315ef4e47eb1b709889ea86e2797332d8486da,3611cfa5a0e6d1ffed3afd97a2b85937f9b691f6b911e02b1f3de8c595eb52d8,8236,941,7295,0.11425449247207382,0.9904357066950054,0.9093899931459904,0.41820219322706714,0.4178736652796173,0.7942537032410506,1.6510318517684937
3000,abrupt,collective,55,30,0.06025019172593546,1.1408777236938472,30,1,0.1970311887562275,aa2be52477c60d97acd8578da3351cb4f0bfa8a70850ea6cd735fc0c650041a0,5551d2351548d09ef4bed08a988400de0913ab5bc5be3c14040ec8e3e3e51397,8236,941,7295,0.11425449247207382,0.9904357066950054,0.9095270733379027,0.41821019951014343,0.41788161359710757,0.7942646288673986,1.6628775596618652
3000,abrupt,dependency,11,,0.0,1.153200405836105,0,0,0.18865418108180165,d3d605cab03b01e95db99134089f0dd3d896a6ce558cdedf5b65b2488e322b78,8a95ff4ab5c668fd15d67e4b5cddd4c3799329eb68427f145a041f96497fd3a4,8236,941,7295,0.11425449247207382,0.9819341126461212,0.9178889650445511,0.2630499797315268,0.26214187917683074,0.684209702101872,
3000,abrupt,dependency,11,0,0.05063691398289655,1.153200405836105,0,1,0.19624059600755572,fa9c5b7fc161ca370ae760863741757d7aeb0004fb624464c56b6e31d948eb36,57ad90adf6791c003d72fc8792f2c93806b9f05fa84dc6ab4e672d54a400b8cc,8236,941,7295,0.11425449247207382,0.9798087141339001,0.9028101439342016,0.2688090285581626,0.2677631574017146,0.6875203853978276,1.6006938219070435
3000,abrupt,dependency,11,5,0.05064080096470756,1.153200405836105,5,1,0.19624259555712342,d42496a61d71e62be277ca61baa6236de308e7b754e0c73bc0dcb021b8087611,e14e07b0fe4a8a444f16baae722e4ddc27aaa4dc5c906905d6399495b3f12037,8236,941,7295,0.11425449247207382,0.9798087141339001,0.9029472241261137,0.2688207537223192,0.2677748744625644,0.6875241729482948,1.600635290145874
3000,abrupt,dependency,11,10,0.050605298914530465,1.153200405836105,10,1,0.19648331683129072,f20257bfa7ae0e8432c53f7f42227d46f5aba70c38732ba87991a16e76a82382,5d2df4d818d94dea37392719b24569eaf68e958d77270549775727ee6c2772d1,8236,941,7295,0.11425449247207382,0.9798087141339001,0.9028101439342016,0.26887428799553675,0.26782900185499825,0.687560154677734,1.6036397218704224
3000,abrupt,dependency,11,20,0.05026522367032876,1.153200405836105,20,1,0.19637246802449226,5c2390338007a255a4182bdfd7227403080a59605c829512bf95ed1deb986781,4056c67776063e9ea7b4dd816fef4fa3b764b016678057498c8ebf17a75955ca,8236,941,7295,0.11425449247207382,0.9798087141339001,0.9029472241261137,0.2689151990562314,0.267869997937598,0.6875857934808972,1.6089162826538086
3000,abrupt,dependency,11,30,0.04999187705217666,1.153200405836105,30,1,0.1965466132387519,b36da463964e8b3a2f5ced9f76e01bd1576f637dbfa8b402245658972f9847fe,08ba7ac888af4fdce284c02a8b12f1be6984c0cd709ff7a8984ee3e4ca5834de,8236,941,7295,0.11425449247207382,0.9798087141339001,0.9026730637422893,0.26896943501881365,0.2679242723044628,0.6876470498259547,1.6181203126907349
3000,abrupt,dependency,22,,0.0,1.155601805448532,0,0,0.18735459493473172,b55ec7e818b0bc997ed3bd13de7e4e8873c18a225c3f019ba773ef87b082b9aa,448b5ce621bf97889b49738770fe5c1152e340ca15d5d602e6d63c748eeceeee,8236,941,7295,0.11425449247207382,0.9829968119022316,0.9207676490747086,0.2771489881744228,0.27662509800326207,0.6887924196547648,
3000,abrupt,dependency,22,0,0.05592969505787423,1.155601805448532,0,1,0.19809538405388594,6676ab265e8b261d975fddd6f3b12c3d044597557abdd78139b7c4b5faaeace4,4578dde6cb565b8b59dbefdd6ac5f4d1b9ef99c6f162220567035b0d44a96467,8236,941,7295,0.11425449247207382,0.9787460148777896,0.9032213845099383,0.28019758463986605,0.2796760923725953,0.6908223281927047,1.6280722618103027
3000,abrupt,dependency,22,5,0.055968316804982904,1.155601805448532,5,1,0.19683563662692904,e73d35f4a20bb3ce05834248cfedbc616193ec35ea398dfb3e406978c18e62b8,4dc88472d5c89c890c59f96f6754746d01d48b87cf446c15d5b2eba995069eda,8236,941,7295,0.11425449247207382,0.9787460148777896,0.9029472241261137,0.28020221668902556,0.27968135739683836,0.6908160641669319,1.628188133239746
3000,abrupt,dependency,22,10,0.0558426657235661,1.155601805448532,10,1,0.19612008379772305,0e15afec1330d661f797673f428034473654aca4d7cb96e43c41af33826f3105,984fe4996e5c9674ed0e37fbd59cac315aeebffc520887c5de327b4c49dd9e6f,8236,941,7295,0.11425449247207382,0.9787460148777896,0.903084304318026,0.2802303975937576,0.2797097425867724,0.6908638455728269,1.6315146684646606
3000,abrupt,dependency,22,20,0.055863077950180307,1.155601805448532,20,1,0.19547541020438075,45d7395d409b0a806bfce1186552d45fbcdbaaf514b97e4888658520ac648ecc,2f6e438fafce70673127d242c6d047080ce8f1420bcedfaf4bc35dc66840f9d9,8236,941,7295,0.11425449247207382,0.9787460148777896,0.9029472241261137,0.28028737169185275,0.27976650113705476,0.6909206588298362,1.63660728931427
3000,abrupt,dependency,22,30,0.05554797759359016,1.155601805448532,30,1,0.196005763951689,9513439a7a6700c18864760a56fe9c93d619521fc237c7af5bacc7700b349c27,fbcaed97fe97b8b789fec4f3e11d925cfd404780e3667fbc9afa5cf6a9392b3e,8236,941,7295,0.11425449247207382,0.9787460148777896,0.903084304318026,0.2803717225475327,0.2798507189427148,0.6910058058778412,1.6456761360168457
3000,abrupt,dependency,33,,0.0,1.12861949801445,0,0,0.18811178114265203,adf9d2d66e98708001fe79430a9cfa72972b22650eae88c7dd8ef7f0a6603e57,4dbe781bb54b2f40c52377fd02aac8a8df900e4df2c386776ce64e6d59eedd20,8236,941,7295,0.11425449247207382,0.9829968119022316,0.9243317340644277,0.28079422627315015,0.28020307693140145,0.6910221214798542,
3000,abrupt,dependency,33,0,0.05543577891106667,1.12861949801445,0,1,0.19552777940407395,2d3815cea07eed90a229254bfb9a1499a70a486f8264c72faab3016c8388822b,6b39d764f0a9634189fc04c665ac67e3f9f8124b0390b5032a70994f34020181,8236,941,7295,0.11425449247207382,0.9776833156216791,0.9044551062371488,0.28610259759482404,0.2855139081695464,0.6942715484307523,1.5996636152267456
3000,abrupt,dependency,33,5,0.05552761220751994,1.12861949801445,5,1,0.19551468966528773,78f60d12e6a92d7d4c94162ea1fe6f9e273a71272fef2fd5ffaaef8ff224acd9,f5cc30d8e6639ce06e61e41389963eb56e03efa59a78bc2f187f207e62799c29,8236,941,7295,0.11425449247207382,0.9776833156216791,0.9041809458533242,0.2860902758321496,0.28550136592519204,0.6942716941057703,1.599726676940918
3000,abrupt,dependency,33,10,0.0553933760103467,1.12861949801445,10,1,0.19570541102439165,1189a82997c1232174b09c6c4b045a7f489a978659e4ebfd1a4120d97a483edc,caeaed5318ad5e265d87926569b96684a0ca22433a3d630a531b33cb733c930a,8236,941,7295,0.11425449247207382,0.9776833156216791,0.9047292666209733,0.28610426699260927,0.2855153480627304,0.6943188928115934,1.602866291999817
3000,abrupt,dependency,33,20,0.055261586031953906,1.12861949801445,20,1,0.19647250091657043,1fdd04128e74a0417ace59be5bf67abd9156e1a9a315a26d380af4a59894b2ee,bd63c909b9b968d2fca1d9d0059da6aa757c7c8ae44799a873aefa7fa89247e4,8236,941,7295,0.11425449247207382,0.9776833156216791,0.904592186429061,0.28620097700741953,0.28561231497371076,0.6943761430936566,1.609254240989685
